name,overall,height_cm,weight_kg,Age,years_pro,position,APY,sport
Stefan Nigro,61,180,70,26,,"RB, LB",52000.0,FIFA
Romain Perraud,75,173,68,25,,LB,1820000.0,FIFA
Elton Daniël Kabangu,63,178,70,25,,"ST, LM",208000.0,FIFA
Gonzalo Ariel Montiel,79,175,70,26,,"RB, RWB",1508000.0,FIFA
Moussa Koné,70,175,68,26,,"ST, LM",728000.0,FIFA
Tammy Bakumo-Abraham,80,195,86,25,,ST,3744000.0,FIFA
Miloš Pantović,70,186,77,26,,"CAM, CM",364000.0,FIFA
Matthew Millar,65,186,80,26,,"RB, RM, LM",52000.0,FIFA
Jalil Juan José Elías,74,175,69,27,,"CM, RM, RWB",728000.0,FIFA
Philipp Lienhart,79,189,83,26,,CB,1612000.0,FIFA
Yavuz Aygün,63,193,86,27,,GK,104000.0,FIFA
Diogo António Cupido Gonçalves,73,178,70,26,,"RW, CAM",1092000.0,FIFA
João Aniceto Grandela Nunes,72,186,78,27,,"CB, RB",312000.0,FIFA
Hildeberto José Morgado Pereira,69,177,80,27,,"RW, ST, LW",364000.0,FIFA
Brahim Abdelkader Díaz,80,171,59,23,,"CAM, CF, RW",6500000.0,FIFA
Dodi Lukébakio,78,187,77,25,,"RM, ST",1404000.0,FIFA
Aitor Cantalapiedra Fernández,75,177,67,27,,"LW, RW",52000.0,FIFA
Ousmane Dembélé,86,178,67,26,,"RW, LW",7800000.0,FIFA
Pelenda Joshua Tunga Dasilva,73,184,75,24,,CM,1768000.0,FIFA
Donyell Malen,82,178,77,24,,"RM, ST",2704000.0,FIFA
Reiss Nelson,74,175,71,23,,"RW, LW",3588000.0,FIFA
Roberto Emanuel Oliveira Alves,67,180,72,26,,"CM, CAM",104000.0,FIFA
Pronay Halder,57,180,72,30,,"CDM, CM",26000.0,FIFA
Jhon Jairo Velásquez Turga,68,174,70,28,,"CAM, RW",156000.0,FIFA
Jordy Joâo Monroy Ararat,69,185,70,27,,RB,52000.0,FIFA
Lautaro Javier Martínez,87,174,72,25,,ST,7800000.0,FIFA
Julio Leonel Mosevich,68,187,81,26,,CB,260000.0,FIFA
László Kleinheisler,71,173,70,29,,"CAM, CM",33800.0,FIFA
Jan Douglas Bergqvist,62,185,87,30,,CB,39000.0,FIFA
Trond Dennis Widgren,63,180,77,29,,"LB, CB, LWB",52000.0,FIFA
Alexis Nahuel Soto,70,177,73,29,,"LB, CB",468000.0,FIFA
Lloyd Kelly,73,190,76,24,,"CB, LB",1456000.0,FIFA
Robert Gojani,65,174,71,30,,"CM, CDM",52000.0,FIFA
Exequiel Alejandro Palacios,80,178,71,24,,"CM, CDM, CAM",2652000.0,FIFA
Ismaël Chester Diallo,70,178,74,26,,"LB, CB",31200.0,FIFA
José Manuel Arnáiz Díaz,70,174,70,28,,"LM, ST, RM",780000.0,FIFA
Richard Olav Jensen,65,185,78,27,,CB,104000.0,FIFA
Cameron Jake Borthwick-Jackson,62,189,73,26,,"LB, LWB",104000.0,FIFA
Brian Rolando Blasi,70,180,75,27,,"RB, CB, RWB",364000.0,FIFA
José Enrique Angulo Caicedo,67,181,75,28,,ST,26000.0,FIFA
José Alfredo Quinteros Ordóñez,71,178,77,33,,"RB, RM, RWB",33800.0,FIFA
Jeison Steven Lucumí Mina,72,177,63,28,,"LM, RM",104000.0,FIFA
Erwin Junior Sánchez Paniagua,66,182,74,30,,"CAM, CM",26000.0,FIFA
Nicholas D'Agostino,68,175,77,25,,ST,104000.0,FIFA
Luís Alberto Caicedo Mosquera,66,172,67,27,,"CDM, CM",104000.0,FIFA
Joan Sastre Vanrell,71,174,75,26,,"RB, LB",44200.0,FIFA
Javier Galán Gil,82,172,70,28,,"LB, LWB",3380000.0,FIFA
José David Contreras Verna,70,186,83,28,,GK,52000.0,FIFA
Carlos Eduardo Cermeño Uzcátegui,66,176,72,27,,"CDM, CM, CAM",26000.0,FIFA
Pablo Elías Pedraza Bustos,63,189,86,28,,"CB, LB",26000.0,FIFA
Adriàn Dalmau Vaquer,66,182,74,29,,ST,104000.0,FIFA
Romain Del Castillo,73,172,65,27,,"RW, LW, RM",884000.0,FIFA
Umar Sadiq Mesbah,77,192,75,26,,ST,1768000.0,FIFA
Rafael Mir Vicente,77,191,86,26,,ST,1508000.0,FIFA
Issa Diop,78,194,92,26,,CB,3588000.0,FIFA
Tomislav Uskok,64,196,83,32,,CB,52000.0,FIFA
Simon Bokoté Banza,78,189,77,26,,ST,988000.0,FIFA
Daniel Felipe Cataño Torres,73,174,75,31,,"CAM, RM, LM",260000.0,FIFA
Ciarán Coll,60,178,64,31,,"LB, CB, RB",33800.0,FIFA
Marcus Rashford,85,186,70,25,,"LW, LM, ST",9620000.0,FIFA
Ruon Kuk Tongyik,62,185,80,26,,CB,104000.0,FIFA
Thomas Heward-Belle,61,192,80,26,,GK,28600.0,FIFA
Joe Knowles,59,182,79,26,,"ST, LW, RW",26000.0,FIFA
Ronaël Julien Pierre-Gabriel,73,177,80,25,,"RB, RWB",884000.0,FIFA
Martin Ramsland,62,183,82,30,,ST,52000.0,FIFA
Thibang Sindile Theophilus Phete,68,187,80,29,,"CDM, CB, CM",208000.0,FIFA
Alban Lafont,78,196,90,24,,GK,832000.0,FIFA
Andrei Virgil Ivan,70,189,81,26,,"LW, LM, ST",520000.0,FIFA
Abdulmohsen Fallatah,57,182,75,29,,CB,156000.0,FIFA
Keinan Davis,71,191,82,25,,ST,624000.0,FIFA
Landry Nany Dimata,71,185,81,25,,ST,520000.0,FIFA
Kylian Mbappé Lottin,91,182,75,24,,"ST, LW",11960000.0,FIFA
Abdülkadir Ömür,73,168,70,24,,"CM, RW, CAM",1664000.0,FIFA
Andraž Šporar,73,186,82,29,,ST,46800.0,FIFA
Alaa Al Hajji,62,176,72,27,,"CM, CDM, CAM",260000.0,FIFA
Ziyad Abdulwahed Al Sahafi Al-Muwallad,63,184,71,29,,CB,156000.0,FIFA
Justin Hoogma,69,190,81,25,,CB,208000.0,FIFA
Yann Dorgelès Isaac Karamoh,73,185,77,24,,"CF, LM",1612000.0,FIFA
Frederik Beyer Tingager,71,198,94,30,,CB,468000.0,FIFA
Thomas Henry,74,191,86,28,,ST,1352000.0,FIFA
Karl Jesper Karlsson,78,178,68,24,,"LM, LW",1560000.0,FIFA
Maximilian Wöber,76,188,82,25,,"CB, LB",1872000.0,FIFA
Valentino Müller,68,175,69,24,,"CDM, CM",208000.0,FIFA
Maxence André Prévôt,69,187,81,26,,GK,312000.0,FIFA
Quentin Boisgard,69,174,75,26,,"LM, CM",572000.0,FIFA
Mason Stajduhar,58,188,86,25,,GK,52000.0,FIFA
Leonardo Fabio Castro Loaiza,75,177,76,31,,ST,312000.0,FIFA
Yan Dhanda,67,171,63,24,,CAM,156000.0,FIFA
Mitchell van Bergen,71,170,62,23,,"RW, LW",416000.0,FIFA
Rodrigo Hernández Cascante,89,191,82,27,,"CDM, CM",13000000.0,FIFA
Leonardo Acevedo Ruiz,68,185,69,27,,ST,260000.0,FIFA
Tyler Austin Miller,69,193,88,30,,GK,156000.0,FIFA
Alex Muyl,66,180,79,27,,"CM, RM",156000.0,FIFA
Yusuf Yazıcı,73,183,74,26,,"CF, CAM, RW",1404000.0,FIFA
Gerardo Damián Arce,65,172,76,31,,"CAM, LM",208000.0,FIFA
김건웅 金建熊,66,185,81,25,,"CB, CDM, CM",104000.0,FIFA
Fredrik Aursnes,79,179,71,27,,"CM, LM, RB",884000.0,FIFA
Daniel Margush,61,187,80,25,,GK,52000.0,FIFA
Moustapha Seck,68,176,72,27,,"LB, LM, LWB",208000.0,FIFA
Alessandro Murgia,66,185,78,26,,"CM, CDM",156000.0,FIFA
Martin Remacle,65,176,73,26,,"CM, CDM",52000.0,FIFA
Trevor Clarke,63,175,65,25,,LWB,104000.0,FIFA
Leandro Sosa Toranza,69,175,71,29,,"RW, CM, RM",36400.0,FIFA
Lallianzuala Chhangte,64,167,61,26,,"RW, LW",49400.0,FIFA
Rowllin Borges,58,182,72,31,,"CDM, CM",28600.0,FIFA
Benjamin White,80,185,77,25,,"RB, CB",4940000.0,FIFA
Dawid Szymonowicz,68,185,77,27,,CB,104000.0,FIFA
한찬희 韩赞熙,60,181,75,26,,"CM, CAM, CDM",52000.0,FIFA
Richarlison de Andrade,80,184,71,26,,"ST, LW, RW",4940000.0,FIFA
Brendan Daniel Hines-Ike,64,185,77,28,,CB,104000.0,FIFA
Saman Ghoddos,68,175,79,29,,"CAM, CM, LM",1040000.0,FIFA
徐新,61,179,71,29,,"CM, CDM",208000.0,FIFA
廖均健,63,185,74,29,,CB,156000.0,FIFA
Ruslan Malinovskyi,78,181,79,30,,"CF, CAM",2236000.0,FIFA
Keegan Rosenberry,69,173,73,29,,"RB, CB, RM",208000.0,FIFA
Taylor Washington,64,178,77,29,,"LB, LM, LWB",104000.0,FIFA
이승우 李昇佑,64,173,63,25,,"LM, LW, CAM",104000.0,FIFA
José David Moya Rojas,69,184,80,30,,CB,26000.0,FIFA
Antonio Latorre Grueso,73,171,64,25,,"LB, LWB, LM",936000.0,FIFA
José Antonio Alfaro Vázquez,64,188,86,30,,CB,104000.0,FIFA
Trent Buhagiar,62,178,65,25,,"RM, ST",33800.0,FIFA
Patrik Daniel Karlsson Lagemyr,65,167,58,26,,"CAM, LW, ST",52000.0,FIFA
金俊仁,72,189,85,28,,GK,260000.0,FIFA
Walter Rodrigo González Sosa,68,185,79,28,,ST,26000.0,FIFA
Jack Harrison,76,175,70,26,,"LM, RM",2184000.0,FIFA
Richie Mamah Laryea,71,175,70,28,,"RB, LB, RM",1768000.0,FIFA
Andrew Tarbell,63,191,88,29,,GK,52000.0,FIFA
Joshua Yaro,64,180,74,29,,CB,104000.0,FIFA
Giorgi Aburjania,67,186,75,28,,"CM, CDM, CAM",312000.0,FIFA
Jarosław Niezgoda,67,185,77,28,,ST,208000.0,FIFA
Amine Harit,76,180,67,26,,"LM, CF",1820000.0,FIFA
Marko Grujić,77,191,88,27,,"CM, CDM",780000.0,FIFA
Çağlar Söyüncü,77,185,82,27,,CB,2236000.0,FIFA
Shaquell Moore,72,180,74,26,,"RB, RM",312000.0,FIFA
Aboubakar Keita,64,188,76,25,,"CDM, CM",104000.0,FIFA
Henrich Ravas,65,195,87,25,,GK,52000.0,FIFA
Joaquín Fernández Moreno,75,190,73,27,,"CB, CDM",2028000.0,FIFA
Ohis Felix Uduokhai,75,193,89,25,,CB,1144000.0,FIFA
Dániel Sallói,72,185,68,26,,"LW, LM",364000.0,FIFA
Mathias Honsak,70,188,78,26,,"LM, CAM, RM",676000.0,FIFA
Robin Tranberg,61,186,81,30,,"CM, RM",39000.0,FIFA
Steven Peter Ugarković,67,179,71,28,,"CDM, CM",260000.0,FIFA
Fabian Herbers,64,183,75,29,,"CAM, CM, CDM",104000.0,FIFA
Juan David Ríos Henao,70,175,72,31,,"CDM, CM",52000.0,FIFA
James Penrice,65,177,73,24,,"LB, LW, RW",104000.0,FIFA
김경재 金径栽,59,183,76,29,,"CB, CDM",52000.0,FIFA
Konstantinos Tsimikas,77,179,70,27,,LB,4160000.0,FIFA
Janni-Luca Serra,70,193,87,25,,ST,468000.0,FIFA
Justin Bijlow,78,188,76,25,,GK,676000.0,FIFA
Santiago Lionel Ascacíbar,75,168,68,26,,"CM, CDM",780000.0,FIFA
サイ ゴダード,59,178,65,26,,"RW, LW",26000.0,FIFA
Agustín Bouzat,69,169,72,29,,"LW, LB",364000.0,FIFA
韩鹏飞,63,190,88,30,,CB,104000.0,FIFA
宋文杰,57,185,74,32,,"ST, RM",104000.0,FIFA
Timothy Evans Fosu-Mensah,72,190,86,25,,"RWB, RM, CB",1404000.0,FIFA
Victor James Osimhen,88,185,78,24,,ST,6240000.0,FIFA
森岡 弘良太,72,180,79,32,,"CM, CDM, CAM",572000.0,FIFA
Florin Bejan,64,187,84,32,,CB,104000.0,FIFA
Fahd Moufi,73,177,77,27,,"RB, RWB",44200.0,FIFA
Leeroy Owusu,65,174,68,26,,RB,156000.0,FIFA
Sebastien Uchechukwu Ibeagha,65,188,85,31,,CB,104000.0,FIFA
Joe Kato Caletti,60,162,60,24,,"CM, CDM",49400.0,FIFA
Judson Silva Tavares,68,170,71,30,,CDM,156000.0,FIFA
Milan Škriniar,84,187,80,28,,CB,5720000.0,FIFA
김우석 金武胜,60,184,74,26,,"CB, LM",52000.0,FIFA
Christopher Nkunku,86,175,73,25,,"CF, CAM, ST",9620000.0,FIFA
Ljuban Crepulja,66,178,77,29,,"CDM, CM",208000.0,FIFA
Luka Jović,77,181,85,25,,ST,3016000.0,FIFA
Federico Ricca Rostagnol,71,178,73,28,,"CB, LB",520000.0,FIFA
Caio Henrique Oliveira Silva,78,178,70,25,,"LB, LWB",2236000.0,FIFA
Kasper Kaan Özden Kairinen,74,185,74,24,,CM,46800.0,FIFA
Carlos dos Santos Rodrigues,69,183,84,28,,CB,364000.0,FIFA
Sultan Abdullah Al-Ghannam,70,174,62,29,,RB,988000.0,FIFA
遠藤 航,80,178,77,30,,"CM, CDM",5720000.0,FIFA
Cristian Gabriel Romero,82,185,79,25,,CB,4628000.0,FIFA
伊藤 涼太郎,62,174,66,25,,"CF, CAM",156000.0,FIFA
Isaac Palazón Camacho,82,169,71,28,,RM,1664000.0,FIFA
Facundo Cobos,66,178,78,30,,LB,208000.0,FIFA
Diallang Jaiyesimi,64,178,72,25,,"RW, LM, RWB",208000.0,FIFA
Bubacarr Steve Trawally,67,185,70,28,,"LW, ST",156000.0,FIFA
Elias Cobbaut,70,188,83,25,,CB,156000.0,FIFA
Ángel Guillermo Benítez,66,170,70,29,,LB,208000.0,FIFA
Diego Martín Zabala Morales,73,172,64,31,,"RW, RM, CAM",49400.0,FIFA
中村 航輔,76,185,82,28,,GK,416000.0,FIFA
Gabriel dos Santos Magalhães,84,190,87,25,,CB,6760000.0,FIFA
小塚 和季,70,173,68,28,,"CM, CAM",156000.0,FIFA
고승범 高承范,72,173,70,29,,"CM, CDM",260000.0,FIFA
今井 智基,66,178,78,32,,"CB, RB",52000.0,FIFA
Alejandro Daniel Rébola,68,185,80,34,,CB,260000.0,FIFA
浅野 佐藤,74,173,71,28,,"RM, CAM",1144000.0,FIFA
오재석 吴宰硕,62,176,73,33,,"RWB, RB, LB",104000.0,FIFA
堂安 律,78,172,70,25,,"RM, CAM",1508000.0,FIFA
Toyosi Olusanya,58,176,68,25,,"ST, LM",52000.0,FIFA
Facundo Nicolás Cambeses,69,184,80,26,,GK,312000.0,FIFA
Claudio Nicolás Bravo,71,170,68,26,,LB,260000.0,FIFA
Simen Kristiansen Juklerød,70,187,79,29,,"LWB, LB",156000.0,FIFA
Theo Bernard François Hernández,85,184,81,25,,"LB, LM",4680000.0,FIFA
Danilho Raimundo Doekhi,78,190,86,25,,CB,1664000.0,FIFA
Mauro Wilney Arambarri Rosa,80,175,74,27,,"CDM, CM",1664000.0,FIFA
Liam Craig Gordon,66,183,77,27,,CB,104000.0,FIFA
Fernando Matías Zampedri,76,185,83,35,,ST,520000.0,FIFA
Marwan Al Haidari,59,188,75,27,,GK,104000.0,FIFA
Muteb Abdullah Al Mufarrij,62,182,70,26,,CB,312000.0,FIFA
Abdulkarim Ayidh Al Qahtani,58,175,65,30,,"CAM, RM",208000.0,FIFA
Chidozie Collins Awaziem,71,189,77,26,,CB,468000.0,FIFA
Franco Sbuttoni,67,190,87,34,,CB,208000.0,FIFA
Lautaro Dante Geminiani,64,177,72,32,,"RB, LB",156000.0,FIFA
Milton Nahuel Valenzuela,69,170,65,24,,"LB, LM, LWB",208000.0,FIFA
Damián Iván Batallini,72,176,77,27,,"RM, LM, RW",520000.0,FIFA
Andrigo Oliveira de Araujo,68,173,70,28,,"LW, RW, CAM",416000.0,FIFA
Jens Dalsgaard Stage,74,185,83,26,,CM,1144000.0,FIFA
Claudio Daniel Sappa,67,193,97,28,,GK,208000.0,FIFA
Cristian Alberto Tarragona,72,176,75,32,,ST,728000.0,FIFA
鎌田 大地,81,184,72,26,,"CAM, CM, CF",3120000.0,FIFA
Fikayo Tomori,84,185,79,25,,CB,4368000.0,FIFA
Tomás Martín Molina,71,183,78,28,,ST,624000.0,FIFA
江坂 任,67,175,67,31,,"CAM, ST, CF",208000.0,FIFA
Mateus dos Santos Castro,72,167,70,28,,"RM, LM",988000.0,FIFA
Joaquín Bautista Ibáñez,65,178,72,26,,LM,208000.0,FIFA
Bernardo Fernandes da Silva Junior,71,186,76,28,,"CB, LB",780000.0,FIFA
天野 纯,67,175,67,31,,"CM, CAM",208000.0,FIFA
Juliusz Letniowski,63,183,62,25,,"CF, CM",104000.0,FIFA
Ignacio Francisco Chicco,71,184,80,27,,GK,364000.0,FIFA
川邉 骏,71,178,70,27,,"CM, CAM",572000.0,FIFA
명준재 Joon Jae Myeong,59,178,68,28,,"RW, LW, ST",52000.0,FIFA
Francis Manuel Mac Allister,71,176,71,27,,"CDM, CM",468000.0,FIFA
小川 航基,69,183,77,25,,ST,312000.0,FIFA
Luciano Luis Rómulo Gómez,68,163,66,27,,"RB, RM, LM",260000.0,FIFA
Isaac David Christie-Davies,62,188,78,25,,"CM, CAM, LM",104000.0,FIFA
Dominik Prokop,66,172,68,26,,"LM, CAM, CM",208000.0,FIFA
小川 諒也,69,183,78,26,,"LWB, LB, RB",364000.0,FIFA
유인수 禹仁秀,65,178,70,28,,"RWB, LWB",104000.0,FIFA
Tae Hyun Ahn,63,174,70,30,,"LWB, LB, RWB",104000.0,FIFA
高准翼,69,186,79,27,,"LB, CB",364000.0,FIFA
町田 浩樹,71,190,80,25,,CB,468000.0,FIFA
三竿 健斗,71,181,73,27,,CDM,468000.0,FIFA
陈哲超,59,180,72,28,,"LB, LWB, CM",104000.0,FIFA
Mukhtar Abdullahi Ali,66,183,68,25,,"CDM, CM",468000.0,FIFA
伊东 纯也,78,176,66,30,,"RM, ST",1404000.0,FIFA
冨安 健洋,78,188,84,24,,"RB, LB",3796000.0,FIFA
Tyler Shaan Adams,78,175,72,24,,"CDM, CM",2080000.0,FIFA
Damian Jakubik,64,183,77,33,,RB,104000.0,FIFA
Michał Mokrzycki,63,182,75,25,,CDM,52000.0,FIFA
홍정운 洪俊涣,67,187,76,28,,CB,156000.0,FIFA
박한빈 朴限彬,64,183,80,25,,"CM, CB, ST",104000.0,FIFA
김대원 金大元,71,171,65,26,,"LW, ST",312000.0,FIFA
Rodrigo Germán Aliendro,78,173,72,32,,"CM, CDM",1144000.0,FIFA
Juan Alberto Andrada,68,189,77,28,,"CM, CDM",260000.0,FIFA
Hans Oskar Jonathan Augustinsson,64,185,80,27,,"LB, CB",104000.0,FIFA
Jadon Sancho,82,180,76,23,,"LW, LM",6760000.0,FIFA
Matthew Robert Smith,63,175,71,23,,CM,104000.0,FIFA
Amir Hadžiahmetović,75,179,70,26,,"CDM, CM",1144000.0,FIFA
Daniel Cleary,63,182,74,27,,CB,44200.0,FIFA
Franco Troyansky,71,178,77,26,,"ST, RM, LM",520000.0,FIFA
Mathias Pereira Lage,72,180,69,26,,"RW, LW",780000.0,FIFA
Mason Mount,81,181,74,24,,"CAM, RW, CM",5720000.0,FIFA
Pablo David Sabbag Daccarett,72,188,84,26,,ST,52000.0,FIFA
Nahuel Molina Lucero,82,175,70,25,,"RB, RWB, RM",3068000.0,FIFA
Joaquín Torres,68,165,61,26,,CF,208000.0,FIFA
Joaquín Nicolás Pereyra,74,181,71,24,,"CM, LM",520000.0,FIFA
Santos Costa Gustavo,61,177,77,27,,ST,104000.0,FIFA
Denzel Justus Morris Dumfries,81,188,80,27,,"RWB, RM",4160000.0,FIFA
Rick van Drongelen,70,187,85,24,,CB,364000.0,FIFA
Sherel Floranus,68,181,74,24,,"RB, LB",156000.0,FIFA
Finn Stokkers,66,187,81,27,,ST,156000.0,FIFA
Carles Aleñá Castillo,74,180,73,25,,"CM, LM, RM",1144000.0,FIFA
Cédric Jan Itten,73,190,84,26,,ST,1040000.0,FIFA
板仓 晃,77,186,75,26,,"CB, CDM",1352000.0,FIFA
Arijanet Anan Murić,75,197,81,24,,GK,1352000.0,FIFA
Mats Köhlert,72,162,62,25,,"LB, LM",312000.0,FIFA
In Pyo Oh,60,178,63,26,,"RM, RB",104000.0,FIFA
Xaver Schlager,81,174,78,25,,"CDM, CM",2808000.0,FIFA
桂宏,58,185,83,28,,ST,104000.0,FIFA
Christopher James Mepham,71,190,75,25,,CB,1248000.0,FIFA
Niklas Klinger,62,187,85,27,,GK,312000.0,FIFA
Andreas Skovgaard Larsen,64,185,75,26,,CB,104000.0,FIFA
Phillip Tietz,72,190,86,25,,ST,1040000.0,FIFA
Milad Mohammadi Keshmarzi,73,177,70,29,,LB,52000.0,FIFA
Kamil Jóźwiak,69,176,70,25,,"RM, LM",208000.0,FIFA
Kevin Mac Allister,74,175,72,25,,"CB, RB",676000.0,FIFA
Saeid Ezatolahi Afagh,65,190,78,26,,"CDM, CM",156000.0,FIFA
Diego Iván Pineda Juárez,61,178,77,28,,ST,104000.0,FIFA
Rémi Oudin,72,185,79,26,,"LW, LM, CM",728000.0,FIFA
Matthew Charles Turner,77,190,79,29,,GK,2444000.0,FIFA
이민기 李敏基,65,175,71,30,,"LB, LWB, LM",104000.0,FIFA
정동윤 郑东尹,62,175,72,29,,"RWB, LWB",52000.0,FIFA
In Jae Hwang,66,187,73,29,,GK,104000.0,FIFA
Rasmus Nissen Kristensen,75,187,70,25,,"RWB, CB, RB",1820000.0,FIFA
Dean Henderson,79,188,85,26,,GK,1820000.0,FIFA
Russell Canouse,69,178,76,28,,"CDM, CM",208000.0,FIFA
Mikel Villanueva Álvarez,73,192,79,30,,CB,468000.0,FIFA
Lautaro Montoya,65,170,73,28,,"LB, LM",156000.0,FIFA
Bautista Merlini,74,167,65,27,,"LM, LW, RM",52000.0,FIFA
Darragh John Leahy,62,177,72,25,,"LB, CB",36400.0,FIFA
Niklas Fernando Nygård Castro,64,173,72,27,,LW,52000.0,FIFA
历鸿,58,185,75,30,,"LB, CB",156000.0,FIFA
黄政宇,64,178,75,26,,"CDM, CB",260000.0,FIFA
Jakob Glesnes,73,188,84,29,,CB,364000.0,FIFA
Iván Andrés Rojas Vásquez,70,178,76,25,,"CDM, CM",104000.0,FIFA
刘伟,57,190,83,30,,CB,104000.0,FIFA
Robert Gumny,71,182,71,25,,"RB, CB, RM",780000.0,FIFA
권한진 权玄进,62,187,80,35,,CB,49400.0,FIFA
João Pedro Salazar da Graça,68,177,70,28,,CM,260000.0,FIFA
Raphael Dias Belloli,84,176,68,26,,RW,10920000.0,FIFA
Manuel Maranda,63,188,75,25,,CB,104000.0,FIFA
Jordi Osei-Tutu,67,176,75,24,,"RM, RB, LB",364000.0,FIFA
Marcus Johansen Mehnert,63,185,77,25,,"RW, ST",52000.0,FIFA
Jeppe Arctander Moe,61,185,73,27,,"LB, CB, LWB",41600.0,FIFA
潘喜明,60,183,76,30,,CB,104000.0,FIFA
赵英杰,56,183,79,30,,"CM, CAM",104000.0,FIFA
장호익 张镐翼,62,173,62,29,,"RB, CB",52000.0,FIFA
Blás Miguel Riveros Galeano,67,178,71,25,,LB,260000.0,FIFA
Miha Zajc,75,178,72,29,,"CM, CAM",1612000.0,FIFA
Tarik Tissoudali,75,182,70,30,,"CF, ST",1196000.0,FIFA
Robin Le Normand,82,187,81,26,,CB,2132000.0,FIFA
Joel Rasmus Felix,64,190,76,25,,CB,156000.0,FIFA
Jorge Eduardo Sánchez Ramos,74,175,71,25,,RB,624000.0,FIFA
Luis Fernando Sinisterra Lucumí,78,172,60,24,,"LM, RM, CAM",2132000.0,FIFA
Linus Max Obexer,61,177,72,26,,LB,52000.0,FIFA
Tahith Chong,71,185,75,23,,"RM, CM, CF",1248000.0,FIFA
Alin Dorinel Toșca,67,180,86,31,,"CB, LWB, LB",416000.0,FIFA
Udanta Kumam Singh,58,170,66,27,,"RM, LM",26000.0,FIFA
Vinit Rai Chamling,57,182,74,25,,CDM,28600.0,FIFA
Fernando Vicente Gaibor Orellana,73,178,72,31,,"CM, CDM, RM",52000.0,FIFA
Kristiyan Malinov,69,170,65,29,,"CDM, CM",364000.0,FIFA
Samuel Grandsir,69,170,65,26,,"LW, LM",520000.0,FIFA
Riccardo Orsolini,78,183,73,26,,"RM, CF, RW",1820000.0,FIFA
Fernando Javier Saucedo Pereyra,68,173,69,33,,"CM, CAM",28600.0,FIFA
Carmelo Algarañaz Añez,66,175,76,27,,"ST, CF, LM",26000.0,FIFA
Alexis Arias Tuesta,70,164,64,27,,"CM, CDM, CAM",28600.0,FIFA
Lincoln Henrique Oliveira dos Santos,75,178,73,24,,"CAM, LM, LB",1352000.0,FIFA
Bruno Sávio da Silva,68,184,70,28,,"RW, ST, RM",31200.0,FIFA
Hugo Cuypers,76,185,78,26,,ST,1300000.0,FIFA
Amath Ndiaye Diedhiou,73,173,70,26,,"LM, ST, RM",1040000.0,FIFA
Aïssa Bilal Laïdouni,76,183,81,26,,"CDM, CM",1508000.0,FIFA
Samba Camara,67,190,84,30,,CB,312000.0,FIFA
Andrew Brody,68,178,61,28,,"LB, RB",208000.0,FIFA
Jonah Ananias Paul Ayunga,65,185,78,26,,"ST, RW",104000.0,FIFA
单欢欢,50,188,85,24,,ST,52000.0,FIFA
张岩,62,188,87,26,,GK,104000.0,FIFA
Byong Jun An,63,183,75,33,,ST,52000.0,FIFA
刘世博,57,189,78,26,,GK,104000.0,FIFA
芦宁,52,193,86,25,,GK,104000.0,FIFA
Nicolás Servetto,66,181,80,27,,"ST, CF",260000.0,FIFA
朴世豪,64,177,73,31,,"RWB, CM",104000.0,FIFA
Mamadou Doucouré,62,183,78,25,,"CB, CDM",208000.0,FIFA
Alexander Isak,81,192,77,23,,"ST, LW",5720000.0,FIFA
Jonathan Yula Okita,67,181,75,26,,"ST, LM",260000.0,FIFA
Igor Zubeldía Elorza,80,181,73,26,,CB,1872000.0,FIFA
Pontus Jacob Ragne Dahlberg,65,194,86,24,,GK,49400.0,FIFA
강윤성 康尹宋,62,172,65,26,,"RB, CM, RWB",104000.0,FIFA
Luis Alexis Maldonado,68,187,85,25,,CB,312000.0,FIFA
Thiago Martins Bueno,71,184,75,28,,CB,312000.0,FIFA
Benjamin Anthony Brereton Díaz,74,188,75,24,,"LM, ST",1196000.0,FIFA
Fredrik André Bjørkan,72,180,73,24,,LB,260000.0,FIFA
Alessandro Rossi,64,183,78,26,,ST,572000.0,FIFA
Jhohan Sebastián Romaña Espitia,62,185,79,24,,"CB, RB",26000.0,FIFA
Darragh Noone,55,185,78,26,,"CDM, RB",26000.0,FIFA
Sheriff Sinyan,68,188,84,26,,CB,26000.0,FIFA
Julián Camilo Millán Díaz,69,184,72,25,,CB,104000.0,FIFA
Nicolás Leguizamón,67,180,75,28,,ST,312000.0,FIFA
Jules Christ Eboue Kouassi,67,185,67,25,,"CDM, CM",156000.0,FIFA
Carlos Eccehomo Cuesta Figueroa,74,179,81,24,,CB,624000.0,FIFA
Jens Petter Hauge,71,184,75,23,,"LM, RM",988000.0,FIFA
Odsonne Édouard,75,187,83,25,,ST,1924000.0,FIFA
George Gavrilaș,62,185,80,32,,GK,52000.0,FIFA
Iraneuton Sousa Morais Júnior,68,173,75,36,,LB,208000.0,FIFA
Alexandru Cornel Ioniță,67,178,74,28,,"LW, CAM",260000.0,FIFA
Iulian Roșu,60,182,75,29,,"CAM, CM, RM",52000.0,FIFA
Daniel Constantin Florea,64,173,65,35,,"ST, CF",156000.0,FIFA
Nigel Robertha,64,185,77,25,,"ST, LW",104000.0,FIFA
Eray Ervin Cömert,76,183,80,25,,CB,1404000.0,FIFA
Mamadou Fall,69,184,72,31,,"RM, ST",364000.0,FIFA
Derek Germano Kutesa,69,177,76,25,,"LW, CAM",416000.0,FIFA
